restaurant_name,address,location,primary_cuisine,rating,votes,cost_for_two,sentiment_compound,cluster,segment
#FeelTheROLL,"Opposite Mantri Commercio, Outer Ring Road, Devarabisanahalli, Near Sakra World Hospital",Bellandur,Fast Food,3.4,7,200,0.869,0,Mass-market favourites
#FeelTheROLL,"Opposite Mantri Commercio, Outer Ring Road, Devarabisanahalli, Near Sakra World Hospital",Bellandur,Fast Food,3.4,7,200,0.881,0,Mass-market favourites
#L-81 Cafe,"Sector 6, HSR Layout, HSR",HSR,Fast Food,3.9,48,400,0.941,0,Mass-market favourites
#L-81 Cafe,"Sector 6, HSR Layout, HSR",HSR,Fast Food,3.9,48,400,0.92,0,Mass-market favourites
#L-81 Cafe,"Sector 6, HSR Layout, HSR",HSR,Fast Food,3.9,48,400,0.927,0,Mass-market favourites
#refuel,"7, Ground Floor, RR Commercial Complex, Akshay Nagar, Bannerghatta Road, Bangalore",Bannerghatta Road,Cafe,3.7,37,400,0.336,4,Hidden gems
@ Biryani Central,"116/1B, Site 34, SGR Dental College Road, Munnekolala, Marathahalli, Bangalore",Marathahalli,Biryani,2.7,135,550,0.399,4,Hidden gems
@ Biryani Central,"116/1B, Site 34, SGR Dental College Road, Munnekolala, Marathahalli, Bangalore",Marathahalli,Biryani,2.7,135,550,0.348,4,Hidden gems
@ The Bbq,"548/1, Syed Plaza, Outer Ring Road, Bellandur, Bangalore",Bellandur,BBQ,3.8,32,700,0.878,0,Mass-market favourites
@99,"90/2, Sobha Rani Compound, Shetty Layout, Mahadevpura, Whitefield, Bangalore",Whitefield,Mughlai,3.4,37,200,0.308,4,Hidden gems
@Italy,"17/9 Krishna Kuteer Food Court, 18th Cross Sector 3, HSR, Bangalore",HSR,Italian,3.5,40,700,0.593,0,Mass-market favourites
@Italy,"17/9 Krishna Kuteer Food Court, 18th Cross Sector 3, HSR, Bangalore",HSR,Italian,3.5,40,700,0.556,4,Hidden gems
@Italy,"1766, 14th Main, 1st Stage, Kumaraswamy Layout, Bangalore",Kumaraswamy Layout,Italian,4.1,306,700,0.84,1,Budget crowd-pleasers
1000 B.C,"16, 17th A Main, Koramangala 5th Block, Bangalore",Koramangala 5th Block,Arabian,3.2,49,300,0.233,4,Hidden gems
1000 B.C,"16, 17th A Main, Koramangala 5th Block, Bangalore",Koramangala 5th Block,Arabian,3.2,49,300,0.184,4,Hidden gems
100Ã?Â?Ã?Â?Ã?Â?Ã?Â?Ã?Â?Ã?Â?Ã?Â?Ã?Â°C,"688, Thanish Corner, 7th Main, 10th Cross, 2nd Phase, BTM, Bangalore",BTM,Biryani,3.7,41,450,0.606,0,Mass-market favourites
100Ã?Â?Ã?Â?Ã?Â?Ã?Â?Ã?Â?Ã?Â?Ã?Â?Ã?Â°C,"688, Thanish Corner, 7th Main, 10th Cross, 2nd Phase, BTM, Bangalore",BTM,Biryani,3.7,41,450,0.579,0,Mass-market favourites
11 to 11 Express Biriyanis,"Near Velankani Bus Stop, Electroniccity Phase Doddathogur, Electronic City, Bangalore",Electronic City,Biryani,3.5,22,300,-0.007,2,Premium destination
1131 Bar + Kitchen,"100 Feet Road, HAL 2nd Stage, Indiranagar, Bangalore",Indiranagar,Continental,4.4,2861,1500,0.834,3,Low-traction small places
1131 Bar + Kitchen,"100 Feet Road, HAL 2nd Stage, Indiranagar, Bangalore",Indiranagar,Continental,4.4,2861,1500,0.887,3,Low-traction small places
1131 Bar + Kitchen,"100 Feet Road, HAL 2nd Stage, Indiranagar, Bangalore",Indiranagar,Continental,4.4,2861,1500,0.802,3,Low-traction small places
1131 Bar + Kitchen,"100 Feet Road, HAL 2nd Stage, Indiranagar, Bangalore",Indiranagar,Continental,4.4,2861,1500,0.848,3,Low-traction small places
1131 Bar + Kitchen,"100 Feet Road, HAL 2nd Stage, Indiranagar, Bangalore",Indiranagar,Continental,4.4,2861,1500,0.844,3,Low-traction small places
1131 Bar + Kitchen,"100 Feet Road, HAL 2nd Stage, Indiranagar, Bangalore",Indiranagar,Continental,4.4,2861,1500,0.823,3,Low-traction small places
12th Main - Grand Mercure,"Grand Mercure, 12th Main, 3rd Block, Koramangala 3rd Block, Bangalore",Koramangala 3rd Block,European,4.1,357,2000,0.903,3,Low-traction small places
12th Main - Grand Mercure,"Grand Mercure, 12th Main, 3rd Block, Koramangala 3rd Block, Bangalore",Koramangala 3rd Block,European,4.1,357,2000,0.907,3,Low-traction small places
12th Main - Grand Mercure,"Grand Mercure, 12th Main, 3rd Block, Koramangala 3rd Block, Bangalore",Koramangala 3rd Block,European,4.1,357,2000,0.893,3,Low-traction small places
12th Main - Grand Mercure,"Grand Mercure, 12th Main, 3rd Block, Koramangala 3rd Block, Bangalore",Koramangala 3rd Block,European,4.1,357,2000,0.893,3,Low-traction small places
12th Main - Grand Mercure,"Grand Mercure, 12th Main, 3rd Block, Koramangala 3rd Block, Bangalore",Koramangala 3rd Block,European,4.1,357,2000,0.913,3,Low-traction small places
1522 - The Pub,"1522, 17th Cross, Malleshwaram, Bangalore",Malleshwaram,Chinese,4.2,1734,1400,0.719,3,Low-traction small places
1522 - The Pub,"1522, 17th Cross, Malleshwaram, Bangalore",Malleshwaram,Chinese,4.2,1734,1400,0.719,3,Low-traction small places
1522 - The Pub,"1522, 17th Cross, Malleshwaram, Bangalore",Malleshwaram,Chinese,4.2,1734,1400,0.757,3,Low-traction small places
1522 - The Pub,"1522, 17th Cross, Malleshwaram, Bangalore",Malleshwaram,Chinese,4.2,1734,1400,0.757,3,Low-traction small places
1522 - The Pub,"23, 3rd Floor, Devaraja Arcade, Beside ICICI Bank, ITI Layout, MSR Nagar, New BEL Road, Bangalore",New BEL Road,Chinese,4.3,969,1400,0.818,3,Low-traction small places
1522 - The Pub,"23, 3rd Floor, Devaraja Arcade, Beside ICICI Bank, ITI Layout, MSR Nagar, New BEL Road, Bangalore",New BEL Road,Chinese,4.3,969,1400,0.805,3,Low-traction small places
1522 - The Pub,"23, 3rd Floor, Devaraja Arcade, Beside ICICI Bank, ITI Layout, MSR Nagar, New BEL Road, Bangalore",New BEL Road,Chinese,4.3,969,1400,0.814,3,Low-traction small places
1522 - The Pub,"3, 80 Feet Road, 4-C Block, Koramangala 4th Block, Bangalore",Koramangala 4th Block,Chinese,4.2,1746,1400,0.831,3,Low-traction small places
1522 - The Pub,"3, 80 Feet Road, 4-C Block, Koramangala 4th Block, Bangalore",Koramangala 4th Block,Chinese,4.2,1746,1400,0.842,3,Low-traction small places
1522 - The Pub,"3, 80 Feet Road, 4-C Block, Koramangala 4th Block, Bangalore",Koramangala 4th Block,Chinese,4.2,1746,1400,0.845,3,Low-traction small places
1522 - The Pub,"3, 80 Feet Road, 4-C Block, Koramangala 4th Block, Bangalore",Koramangala 4th Block,Chinese,4.2,1746,1400,0.845,3,Low-traction small places
1522 - The Pub,"3, 80 Feet Road, 4-C Block, Koramangala 4th Block, Bangalore",Koramangala 4th Block,Chinese,4.2,1746,1400,0.84,3,Low-traction small places
1522 - The Pub,"3, 80 Feet Road, 4-C Block, Koramangala 4th Block, Bangalore",Koramangala 4th Block,Chinese,4.2,1746,1400,0.846,3,Low-traction small places
1522 - The Pub,"3, 80 Feet Road, 4-C Block, Koramangala 4th Block, Bangalore",Koramangala 4th Block,Chinese,4.2,1746,1400,0.832,3,Low-traction small places
1522 - The Pub,"3, 80 Feet Road, 4-C Block, Koramangala 4th Block, Bangalore",Koramangala 4th Block,Chinese,4.2,1746,1400,0.839,3,Low-traction small places
1522 - The Pub,"3, 80 Feet Road, 4-C Block, Koramangala 4th Block, Bangalore",Koramangala 4th Block,Chinese,4.2,1746,1400,0.837,3,Low-traction small places
1522 - The Pub,"3, 80 Feet Road, 4-C Block, Koramangala 4th Block, Bangalore",Koramangala 4th Block,Chinese,4.2,1746,1400,0.845,3,Low-traction small places
1522 - The Pub,"3, 80 Feet Road, 4-C Block, Koramangala 4th Block, Bangalore",Koramangala 4th Block,Chinese,4.2,1746,1400,0.845,3,Low-traction small places
1522 - The Pub,"3, 80 Feet Road, 4-C Block, Koramangala 4th Block, Bangalore",Koramangala 4th Block,Chinese,4.2,1746,1400,0.864,3,Low-traction small places
1522 - The Pub,"3, 80 Feet Road, 4-C Block, Koramangala 4th Block, Bangalore",Koramangala 4th Block,Chinese,4.2,1746,1400,0.846,3,Low-traction small places
1522 - The Pub,"3, 80 Feet Road, 4-C Block, Koramangala 4th Block, Bangalore",Koramangala 4th Block,Chinese,4.2,1746,1400,0.823,3,Low-traction small places
154 Breakfast Club,"154, 8th Main Road, 3rd Block, Koramangala 3rd Block, Bangalore",Koramangala 3rd Block,Cafe,4.0,1519,900,0.6,1,Budget crowd-pleasers
154 Breakfast Club,"154, 8th Main Road, 3rd Block, Koramangala 3rd Block, Bangalore",Koramangala 3rd Block,Cafe,4.0,1519,900,0.607,1,Budget crowd-pleasers
154 Breakfast Club,"154, 8th Main Road, 3rd Block, Koramangala 3rd Block, Bangalore",Koramangala 3rd Block,Cafe,4.0,1519,900,0.61,1,Budget crowd-pleasers
154 Breakfast Club,"154, 8th Main Road, 3rd Block, Koramangala 3rd Block, Bangalore",Koramangala 3rd Block,Cafe,4.0,1519,900,0.63,1,Budget crowd-pleasers
154 Breakfast Club,"154, 8th Main Road, 3rd Block, Koramangala 3rd Block, Bangalore",Koramangala 3rd Block,Cafe,4.0,1519,900,0.618,1,Budget crowd-pleasers
154 Breakfast Club,"154, 8th Main Road, 3rd Block, Koramangala 3rd Block, Bangalore",Koramangala 3rd Block,Cafe,4.0,1519,900,0.597,1,Budget crowd-pleasers
154 Breakfast Club,"154, 8th Main Road, 3rd Block, Koramangala 3rd Block, Bangalore",Koramangala 3rd Block,Cafe,4.0,1519,900,0.561,1,Budget crowd-pleasers
154 Breakfast Club,"154, 8th Main Road, 3rd Block, Koramangala 3rd Block, Bangalore",Koramangala 3rd Block,Cafe,4.0,1519,900,0.772,1,Budget crowd-pleasers
154 Breakfast Club,"154, 8th Main Road, 3rd Block, Koramangala 3rd Block, Bangalore",Koramangala 3rd Block,Cafe,4.0,1519,900,0.683,1,Budget crowd-pleasers
154 Breakfast Club,"154, 8th Main Road, 3rd Block, Koramangala 3rd Block, Bangalore",Koramangala 3rd Block,Cafe,4.0,1519,900,0.56,1,Budget crowd-pleasers
154 Breakfast Club,"154, 8th Main Road, 3rd Block, Koramangala 3rd Block, Bangalore",Koramangala 3rd Block,Cafe,4.0,1519,900,0.611,1,Budget crowd-pleasers
154 Breakfast Club,"154, 8th Main Road, 3rd Block, Koramangala 3rd Block, Bangalore",Koramangala 3rd Block,Cafe,4.0,1519,900,0.667,1,Budget crowd-pleasers
154 Breakfast Club,"154, 8th Main Road, 3rd Block, Koramangala 3rd Block, Bangalore",Koramangala 3rd Block,Cafe,4.0,1519,900,0.668,1,Budget crowd-pleasers
154 Breakfast Club,"154, 8th Main Road, 3rd Block, Koramangala 3rd Block, Bangalore",Koramangala 3rd Block,Cafe,4.0,1519,900,0.67,1,Budget crowd-pleasers
154 Breakfast Club,"154, 8th Main Road, 3rd Block, Koramangala 3rd Block, Bangalore",Koramangala 3rd Block,Cafe,4.0,1519,900,0.629,1,Budget crowd-pleasers
154 Breakfast Club,"154, 8th Main Road, 3rd Block, Koramangala 3rd Block, Bangalore",Koramangala 3rd Block,Cafe,4.0,1519,900,0.606,1,Budget crowd-pleasers
1722 Urban Bistro,"AJ Inc, 126, Ground Floor, KHB Colony, Koramangala 5th Block, Bangalore",Koramangala 5th Block,North Indian,4.1,226,600,0.801,1,Budget crowd-pleasers
1722 Urban Bistro,"AJ Inc, 126, Ground Floor, KHB Colony, Koramangala 5th Block, Bangalore",Koramangala 5th Block,North Indian,4.1,226,600,0.832,1,Budget crowd-pleasers
1722 Urban Bistro,"AJ Inc, 126, Ground Floor, KHB Colony, Koramangala 5th Block, Bangalore",Koramangala 5th Block,North Indian,4.1,226,600,0.881,1,Budget crowd-pleasers
1722 Urban Bistro,"AJ Inc, 126, Ground Floor, KHB Colony, Koramangala 5th Block, Bangalore",Koramangala 5th Block,North Indian,4.1,226,600,0.807,1,Budget crowd-pleasers
1722 Urban Bistro,"AJ Inc, 126, Ground Floor, KHB Colony, Koramangala 5th Block, Bangalore",Koramangala 5th Block,North Indian,4.1,226,600,0.83,1,Budget crowd-pleasers
1722 Urban Bistro,"AJ Inc, 126, Ground Floor, KHB Colony, Koramangala 5th Block, Bangalore",Koramangala 5th Block,North Indian,4.1,226,600,0.847,1,Budget crowd-pleasers
1722 Urban Bistro,"AJ Inc, 126, Ground Floor, KHB Colony, Koramangala 5th Block, Bangalore",Koramangala 5th Block,North Indian,4.1,226,600,0.858,1,Budget crowd-pleasers
1722 Urban Bistro,"AJ Inc, 126, Ground Floor, KHB Colony, Koramangala 5th Block, Bangalore",Koramangala 5th Block,North Indian,4.1,226,600,0.891,1,Budget crowd-pleasers
1722 Urban Bistro,"AJ Inc, 126, Ground Floor, KHB Colony, Koramangala 5th Block, Bangalore",Koramangala 5th Block,North Indian,4.1,226,600,0.775,1,Budget crowd-pleasers
1722 Urban Bistro,"AJ Inc, 126, Ground Floor, KHB Colony, Koramangala 5th Block, Bangalore",Koramangala 5th Block,North Indian,4.1,226,600,0.863,1,Budget crowd-pleasers
1722 Urban Bistro,"AJ Inc, 126, Ground Floor, KHB Colony, Koramangala 5th Block, Bangalore",Koramangala 5th Block,North Indian,4.1,226,600,0.829,1,Budget crowd-pleasers
18+ Ice Cafe,"408, 2nd Floor, 2nd Block, Opposite Kotak Mahindra Bank, HRBR Layout, Kammanahalli, Bangalore",Kammanahalli,Cafe,3.5,25,550,0.156,4,Hidden gems
18+ Ice Cafe,"408, 2nd Floor, 2nd Block, Opposite Kotak Mahindra Bank, HRBR Layout, Kammanahalli, Bangalore",Kammanahalli,Cafe,3.5,25,550,0.156,4,Hidden gems
1947,"296, Ram Towers, 100 Feet Ring Road, Banashankari, Bangalore",Banashankari,North Indian,4.0,808,850,0.916,1,Budget crowd-pleasers
1947,"296, Ram Towers, 100 Feet Ring Road, Banashankari, Bangalore",Banashankari,North Indian,4.0,808,850,0.917,1,Budget crowd-pleasers
1947,"5, 4th Floor, Above GIRIAS, 15th Cross, Malleshwaram, Bangalore",Malleshwaram,North Indian,4.0,1070,950,0.657,1,Budget crowd-pleasers
1947,"5, Ground Floor, Number 2, First Main, Industrial Town, West of Chord Road, Rajajinagar, Bangalore",Rajajinagar,North Indian,3.9,621,1000,0.884,1,Budget crowd-pleasers
1947,"5, Ground Floor, Number 2, First Main, Industrial Town, West of Chord Road, Rajajinagar, Bangalore",Rajajinagar,North Indian,3.9,621,1000,0.884,1,Budget crowd-pleasers
1947,"62, The High Street Building, 5th Floor, 4T Block, Opposite Vijaya College, Jayanagar, Bangalore",Jayanagar,North Indian,4.1,2359,950,0.778,1,Budget crowd-pleasers
1947,"62, The High Street Building, 5th Floor, 4T Block, Opposite Vijaya College, Jayanagar, Bangalore",Jayanagar,North Indian,4.1,2359,950,0.692,1,Budget crowd-pleasers
1947,"62, The High Street Building, 5th Floor, 4T Block, Opposite Vijaya College, Jayanagar, Bangalore",Jayanagar,North Indian,4.1,2359,950,0.778,1,Budget crowd-pleasers
1947,"62, The High Street Building, 5th Floor, 4T Block, Opposite Vijaya College, Jayanagar, Bangalore",Jayanagar,North Indian,4.1,2359,950,0.619,1,Budget crowd-pleasers
1947,"62, The High Street Building, 5th Floor, 4T Block, Opposite Vijaya College, Jayanagar, Bangalore",Jayanagar,North Indian,4.1,2359,950,0.602,1,Budget crowd-pleasers
1947,"62, The High Street Building, 5th Floor, 4T Block, Opposite Vijaya College, Jayanagar, Bangalore",Jayanagar,North Indian,4.1,2359,950,0.694,1,Budget crowd-pleasers
1980s Games Cafe,"63, 1st Floor, Kanakapura Road, Basavanagudi, Bangalore",Basavanagudi,Cafe,3.4,58,400,0.852,0,Mass-market favourites
1992 Chats - Space,"484, 11th Cross, 6th Main, Nagpura Main Road, Mahalakshmi Puram, Rajajinagar, Bangalore",Rajajinagar,Street Food,3.7,33,200,0.652,0,Mass-market favourites
1992 Chats - Space,"484, 11th Cross, 6th Main, Nagpura Main Road, Mahalakshmi Puram, Rajajinagar, Bangalore",Rajajinagar,Street Food,3.7,33,200,0.652,0,Mass-market favourites
1Q1,"1, Express Building, Queens Road, Infantry Road, Bangalore",Infantry Road,Asian,4.3,612,2500,0.85,3,Low-traction small places
1Q1,"1, Express Building, Queens Road, Infantry Road, Bangalore",Infantry Road,Asian,4.3,612,2500,0.861,3,Low-traction small places
1Q1,"1, Express Building, Queens Road, Infantry Road, Bangalore",Infantry Road,Asian,4.3,612,2500,0.866,3,Low-traction small places
1Q1,"1, Express Building, Queens Road, Infantry Road, Bangalore",Infantry Road,Asian,4.3,612,2500,0.846,3,Low-traction small places
1Q1,"1, Express Building, Queens Road, Infantry Road, Bangalore",Infantry Road,Asian,4.3,612,2500,0.864,3,Low-traction small places
1Q1,"1, Express Building, Queens Road, Infantry Road, Bangalore",Infantry Road,Asian,4.3,612,2500,0.866,3,Low-traction small places
1Q1,"1, Express Building, Queens Road, Infantry Road, Bangalore",Infantry Road,Asian,4.3,612,2500,0.86,3,Low-traction small places
1Q1,"1, Express Building, Queens Road, Infantry Road, Bangalore",Infantry Road,Asian,4.3,612,2500,0.873,3,Low-traction small places
1Q1,"1, Express Building, Queens Road, Infantry Road, Bangalore",Infantry Road,Asian,4.3,612,2500,0.851,3,Low-traction small places
1Q1,"1, Express Building, Queens Road, Infantry Road, Bangalore",Infantry Road,Asian,4.3,612,2500,0.866,3,Low-traction small places
1Q1,"1, Express Building, Queens Road, Infantry Road, Bangalore",Infantry Road,Asian,4.3,612,2500,0.849,3,Low-traction small places
1Q1,"1, Express Building, Queens Road, Infantry Road, Bangalore",Infantry Road,Asian,4.3,612,2500,0.875,3,Low-traction small places
1Q1,"1, Express Building, Queens Road, Infantry Road, Bangalore",Infantry Road,Asian,4.3,612,2500,0.88,3,Low-traction small places
1Q1,"1, Express Building, Queens Road, Infantry Road, Bangalore",Infantry Road,Asian,4.3,612,2500,0.878,3,Low-traction small places
1Q1,"1, Express Building, Queens Road, Infantry Road, Bangalore",Infantry Road,Asian,4.3,612,2500,0.88,3,Low-traction small places
1Q1,"1, Express Building, Queens Road, Infantry Road, Bangalore",Infantry Road,Asian,4.3,612,2500,0.881,3,Low-traction small places
1TO3 Kitchen,"Kadubeesanahalli, Opposite JP Morgan, Marathahalli, Bangalore",Marathahalli,North Indian,3.1,11,800,0.417,4,Hidden gems
2 Statez,"7th Main Road, 1st Block, HRBR Layout, Kalyan Nagar, Bangalore",Kalyan Nagar,Kerala,3.7,214,600,0.561,4,Hidden gems
2 Statez,"7th Main Road, 1st Block, HRBR Layout, Kalyan Nagar, Bangalore",Kalyan Nagar,Kerala,3.7,214,600,0.592,4,Hidden gems
20 Char - Sterlings MAC Hotel,"Sterling Mac Hotel, 134, HAL Old Airport Road, Old Airport Road, Bangalore",Old Airport Road,Chinese,4.0,427,1400,0.583,3,Low-traction small places
20 Char - Sterlings MAC Hotel,"Sterling Mac Hotel, 134, HAL Old Airport Road, Old Airport Road, Bangalore",Old Airport Road,Chinese,4.0,427,1400,0.462,3,Low-traction small places
20 Feet High,"22, Amoeba Complex, Church Street, Bangalore",Church Street,American,4.0,941,1000,0.74,1,Budget crowd-pleasers
20 Feet High,"22, Amoeba Complex, Church Street, Bangalore",Church Street,American,4.0,941,1000,0.763,1,Budget crowd-pleasers
20 Feet High,"22, Amoeba Complex, Church Street, Bangalore",Church Street,American,4.0,941,1000,0.777,1,Budget crowd-pleasers
20 Feet High,"22, Amoeba Complex, Church Street, Bangalore",Church Street,American,4.0,941,1000,0.763,1,Budget crowd-pleasers
20 Feet High,"22, Amoeba Complex, Church Street, Bangalore",Church Street,American,4.0,941,1000,0.777,1,Budget crowd-pleasers
20 Feet High,"22, Amoeba Complex, Church Street, Bangalore",Church Street,American,4.0,941,1000,0.79,1,Budget crowd-pleasers
20 Feet High,"22, Amoeba Complex, Church Street, Bangalore",Church Street,American,4.0,941,1000,0.795,1,Budget crowd-pleasers
20 Feet High,"22, Amoeba Complex, Church Street, Bangalore",Church Street,American,4.0,941,1000,0.783,1,Budget crowd-pleasers
21 C - La Marvella Sarovar Premiere Hotel,"La Marvella Hotel, 1, 14th Cross, South End Circle, 2nd Block, Jayanagar, Bangalore",Jayanagar,Continental,3.6,15,1000,0.95,0,Mass-market favourites
24 Carats - The Capitol,"The Capitol, 3, Raj Bhavan Road, Near Cunningham Road, Cunningham Road, Bangalore",Cunningham Road,Asian,3.1,46,1000,0.276,4,Hidden gems
24 Carats - The Capitol,"The Capitol, 3, Raj Bhavan Road, Near Cunningham Road, Cunningham Road, Bangalore",Cunningham Road,Asian,3.1,46,1000,0.28,4,Hidden gems
24 Carats - The Capitol,"The Capitol, 3, Raj Bhavan Road, Near Cunningham Road, Cunningham Road, Bangalore",Cunningham Road,Asian,3.1,46,1000,0.274,4,Hidden gems
24 Carats - The Capitol,"The Capitol, 3, Raj Bhavan Road, Near Cunningham Road, Cunningham Road, Bangalore",Cunningham Road,Asian,3.1,46,1000,0.27,4,Hidden gems
24 Carats - The Capitol,"The Capitol, 3, Raj Bhavan Road, Near Cunningham Road, Cunningham Road, Bangalore",Cunningham Road,Asian,3.1,46,1000,0.265,4,Hidden gems
24 Carats - The Capitol,"The Capitol, 3, Raj Bhavan Road, Near Cunningham Road, Cunningham Road, Bangalore",Cunningham Road,Asian,3.1,46,1000,0.277,4,Hidden gems
24 Carats - The Capitol,"The Capitol, 3, Raj Bhavan Road, Near Cunningham Road, Cunningham Road, Bangalore",Cunningham Road,Asian,3.1,46,1000,0.264,4,Hidden gems
24 Carats - The Capitol,"The Capitol, 3, Raj Bhavan Road, Near Cunningham Road, Cunningham Road, Bangalore",Cunningham Road,Asian,3.1,46,1000,0.28,4,Hidden gems
24 Carats - The Capitol,"The Capitol, 3, Raj Bhavan Road, Near Cunningham Road, Cunningham Road, Bangalore",Cunningham Road,Asian,3.1,46,1000,0.274,4,Hidden gems
24 Hours Cake Delivery,"Shop 1, ATR Complex, Old Airport Road, Bangalore",Old Airport Road,Bakery,3.3,4,700,0.46,0,Mass-market favourites
24 Hours Coffee Drop - La Classic,"158, Hotel La Classic, Yedavanahalli, Attibele, Near Electronic City, Electronic City, Bangalore",Electronic City,Cafe,3.4,9,800,0.956,0,Mass-market favourites
24/7 - The Lalit Ashok Bangalore,"The Lalit Ashok, Kumara Krupa Road, Highgrounds, Seshadripuram, Bangalore",Seshadripuram,Continental,4.0,344,3000,-0.204,3,Low-traction small places
24/7 - The Lalit Ashok Bangalore,"The Lalit Ashok, Kumara Krupa Road, Highgrounds, Seshadripuram, Bangalore",Seshadripuram,Continental,4.0,344,3000,-0.204,3,Low-traction small places
24/7 Food Service,"21/22, Saifee Apartment, 5th Cross, 22nd Main Road, Near Rizwan Mazjid, Vinayaka Nagar, 5th Phase, JP Nagar, Bangalore",JP Nagar,South Indian,3.0,7,300,0.289,0,Mass-market favourites
24/7 Food Service,"21/22, Saifee Apartment, 5th Cross, 22nd Main Road, Near Rizwan Mazjid, Vinayaka Nagar, 5th Phase, JP Nagar, Bangalore",JP Nagar,South Indian,3.0,7,300,0.36,0,Mass-market favourites
24@43 - The Oterra,"The Oterra, 43, Phase 1, Electronic City, Bangalore",Electronic City,North Indian,4.1,268,3000,0.952,3,Low-traction small places
29 Degrees North,"62 Ramamurthy Nagar Main Road, Banaswadi (Next to Indian Bank) Bangalore",Banaswadi,North Indian,3.9,287,250,0.944,1,Budget crowd-pleasers
29 Degrees North,"62 Ramamurthy Nagar Main Road, Banaswadi (Next to Indian Bank) Bangalore",Banaswadi,North Indian,3.9,287,250,0.946,1,Budget crowd-pleasers
2nd Home Restaurant,"16/1, 33rd Main Road, 1st Stage, BTM, Bangalore",BTM,South Indian,3.7,21,500,0.84,0,Mass-market favourites
2nd Home Restaurant,"16/1, 33rd Main Road, 1st Stage, BTM, Bangalore",BTM,South Indian,3.7,21,500,0.841,0,Mass-market favourites
3 Leafs,"158, Vignana Nagara Main Road, Kaggadasapura, Bangalore",Kaggadasapura,North Indian,3.7,128,600,0.899,0,Mass-market favourites
3 Spice,"115/34, 8th Cross, 4th Main, Wilson Garden, Bangalore",Wilson Garden,North Indian,3.9,157,450,0.515,4,Hidden gems
3 Spice,"115/34, 8th Cross, 4th Main, Wilson Garden, Bangalore",Wilson Garden,North Indian,3.9,157,450,0.583,1,Budget crowd-pleasers
3 Spice,"115/34, 8th Cross, 4th Main, Wilson Garden, Bangalore",Wilson Garden,North Indian,3.9,157,450,0.548,1,Budget crowd-pleasers
3 Spice,"115/34, 8th Cross, 4th Main, Wilson Garden, Bangalore",Wilson Garden,North Indian,3.9,157,450,0.59,1,Budget crowd-pleasers
3 Spice,"115/34, 8th Cross, 4th Main, Wilson Garden, Bangalore",Wilson Garden,North Indian,3.9,157,450,0.765,1,Budget crowd-pleasers
30 Square,"124, First Floor, KHB Colony, Koramangala 5th Block, Bangalore",Koramangala 5th Block,Tibetan,4.2,559,400,0.151,4,Hidden gems
30 Square,"124, First Floor, KHB Colony, Koramangala 5th Block, Bangalore",Koramangala 5th Block,Tibetan,4.2,559,400,0.486,1,Budget crowd-pleasers
30 Square,"124, First Floor, KHB Colony, Koramangala 5th Block, Bangalore",Koramangala 5th Block,Tibetan,4.2,559,400,0.499,1,Budget crowd-pleasers
30 Square,"124, First Floor, KHB Colony, Koramangala 5th Block, Bangalore",Koramangala 5th Block,Tibetan,4.2,559,400,0.451,1,Budget crowd-pleasers
30 Square,"124, First Floor, KHB Colony, Koramangala 5th Block, Bangalore",Koramangala 5th Block,Tibetan,4.2,559,400,0.43,1,Budget crowd-pleasers
30 Square,"124, First Floor, KHB Colony, Koramangala 5th Block, Bangalore",Koramangala 5th Block,Tibetan,4.2,559,400,0.494,1,Budget crowd-pleasers
30 Square,"124, First Floor, KHB Colony, Koramangala 5th Block, Bangalore",Koramangala 5th Block,Tibetan,4.2,559,400,0.473,1,Budget crowd-pleasers
30 Square,"124, First Floor, KHB Colony, Koramangala 5th Block, Bangalore",Koramangala 5th Block,Tibetan,4.2,559,400,0.442,1,Budget crowd-pleasers
30 Square,"124, First Floor, KHB Colony, Koramangala 5th Block, Bangalore",Koramangala 5th Block,Tibetan,4.2,559,400,0.417,1,Budget crowd-pleasers
30 Square,"124, First Floor, KHB Colony, Koramangala 5th Block, Bangalore",Koramangala 5th Block,Tibetan,4.2,559,400,0.493,1,Budget crowd-pleasers
30 Square,"124, First Floor, KHB Colony, Koramangala 5th Block, Bangalore",Koramangala 5th Block,Tibetan,4.2,559,400,0.493,1,Budget crowd-pleasers
360 Atoms Restaurant And Cafe,"47, 48 &49, 3Rd Floor, 21st Main Road, 2nd Stage, Banashankari, Bangalore",Banashankari,Cafe,3.1,13,400,0.813,0,Mass-market favourites
36th Cross Coffee Mane,"10th Main, 36th Cross, Jayanagar 4th Block, Jayanagar, Bangalore",BTM,North Indian,3.7,29,500,0.57,4,Hidden gems
36th Cross Coffee Mane,"10th Main, 36th Cross, Jayanagar 4th Block, Jayanagar, Bangalore",BTM,North Indian,3.7,29,500,0.647,0,Mass-market favourites
36th Cross Coffee Mane,"10th Main, 36th Cross, Jayanagar 4th Block, Jayanagar, Bangalore",BTM,North Indian,3.7,29,500,0.627,0,Mass-market favourites
37 China Town,"Hotel 37th Crescent, 37, Crescent Road, High Grounds, Race Course Road, Bangalore",Race Course Road,Chinese,3.5,58,900,0.331,4,Hidden gems
"3B's - Buddies, Bar & Barbecues","5th Floor, CPR Tower, 100 Feet Ring Road, 1st Phase, 2nd Stage, BTM, Bangalore",BTM,North Indian,4.4,1181,1100,0.459,3,Low-traction small places
